title,description,short_description,category,stock,price,regular_price,sales_prices,weight,length,width,height,sku,picture,tags,tax_status,tax_class
V8 V-Go Vegetable Smooth Seasoned 156ml 6Pk ,,,Beverages->Juice->V8 & Motts,,3.79,,,,,,,BJVM001,BJVM001.JPG,,taxable,standard-rate
V8 Juice Vegetable Original 156ml 6Pk ,,,Beverages->Juice->V8 & Motts,,3.79,,,,,,,BJVM002,BJVM002.JPG,,taxable,standard-rate
V8 Juice Vegetable Low Sodium 156ml 6Pk ,,,Beverages->Juice->V8 & Motts,,3.79,,,,,,,BJVM003,BJVM003.JPG,,taxable,standard-rate
V8 Cocktail Vegetalbe Low Sodium 1.89L ,,,Beverages->Juice->V8 & Motts,,3.99,,,,,,,BJVM004,BJVM004.JPG,,taxable,standard-rate
V8 Juice Vegetable Cocktail 1.89L ,,,Beverages->Juice->V8 & Motts,,3.99,,,,,,,BJVM005,BJVM005.JPG,,taxable,standard-rate
V8 V-Go Vegetalbe Smooth Seasoned 1.89L ,,,Beverages->Juice->V8 & Motts,,3.99,,,,,,,BJVM006,BJVM006.JPG,,taxable,standard-rate
V8 Vegetalbe Original Blend 950ml ,,,Beverages->Juice->V8 & Motts,,2.79,,,,,,,BJVM007,BJVM007.JPG,,taxable,standard-rate
V8 Vfusion Smoothie Strawberry Banana 1.06L ,,,Beverages->Juice->V8 & Motts,,4.29,,,,,,,BJVM008,BJVM008.JPG,,taxable,standard-rate
V8 Vfusion smoothie Wildberry 1.06L ,,,Beverages->Juice->V8 & Motts,,4.29,,,,,,,BJVM009,BJVM009.JPG,,taxable,standard-rate
V8 Vfusion Smoothie Mango 1.06L ,,,Beverages->Juice->V8 & Motts,,4.29,,,,,,,BJVM010,BJVM010.JPG,,taxable,standard-rate
V8 Vfusion Peach Mango Light 1.36L ,,,Beverages->Juice->V8 & Motts,,4.29,,,,,,,BJVM011,BJVM011.JPG,,taxable,standard-rate
V8 Vfusion Peach Mango 1.36L ,,,Beverages->Juice->V8 & Motts,,4.29,,,,,,,BJVM012,BJVM012.JPG,,taxable,standard-rate
V8 Vfusion Strawberry Banana Light 1.36L ,,,Beverages->Juice->V8 & Motts,,4.29,,,,,,,BJVM013,BJVM013.JPG,,taxable,standard-rate
V8 Vfusion Strawberry Banana 1.36L ,,,Beverages->Juice->V8 & Motts,,4.29,,,,,,,BJVM014,BJVM014.JPG,,taxable,standard-rate
V8 Vfusion Mixed Berry 1.36L ,,,Beverages->Juice->V8 & Motts,,4.29,,,,,,,BJVM015,BJVM015.JPG,,taxable,standard-rate
V8 Vfusion Cranberry Blackberry 1.36L ,,,Beverages->Juice->V8 & Motts,,4.29,,,,,,,BJVM016,BJVM016.JPG,,taxable,standard-rate
V8 Vfusion Pomegranate Blueberry 1.36L,,,Beverages->Juice->V8 & Motts,,3.99,,,,,,,BJVM017,BJVM017.JPG,,taxable,standard-rate
Motts Garden Cocktail 945ml ,,,Beverages->Juice->V8 & Motts,,2.86,,,,,,,BJVM018,BJVM018.JPG,,taxable,standard-rate
Motts Cocktail Garden Low Sodium 945ml ,,,Beverages->Juice->V8 & Motts,,2.86,,,,,,,BJVM019,BJVM019.JPG,,taxable,standard-rate
Motts Juice Glamato 945ml ,,,Beverages->Juice->V8 & Motts,,2.99,,,,,,,BJVM020,BJVM020.JPG,,taxable,standard-rate
Motts Garden Cocktail Low Sodium 1.89L,,,Beverages->Juice->V8 & Motts,,3.99,,,,,,,BJVM021,BJVM021.JPG,,taxable,standard-rate
Motts Clamato the Works 1.89L ,,,Beverages->Juice->V8 & Motts,,3.99,,,,,,,BJVM022,BJVM022.JPG,,taxable,standard-rate
Motts Cocktail Garden Original 1.89L ,,,Beverages->Juice->V8 & Motts,,3.99,,,,,,,BJVM023,BJVM023.JPG,,taxable,standard-rate
Motts Juice Clamato Reg 1.89L ,,,Beverages->Juice->V8 & Motts,,3.99,,,,,,,BJVM024,BJVM024.JPG,,taxable,standard-rate
Motts Cocktail Garden Zesty 1.89L ,,,Beverages->Juice->V8 & Motts,,3.99,,,,,,,BJVM025,BJVM025.JPG,,taxable,standard-rate
Motts Juice Clamato Spicy 1.89L ,,,Beverages->Juice->V8 & Motts,,3.99,,,,,,,BJVM026,BJVM026.JPG,,taxable,standard-rate
Motts Garden Cocktail 162ml 6Pk ,,,Beverages->Juice->V8 & Motts,,3.99,,,,,,,BJVM027,BJVM027.JPG,,taxable,standard-rate
Motts Garden Cocktail Low Sodium 162ml 6Pk ,,,Beverages->Juice->V8 & Motts,,3.99,,,,,,,BJVM028,BJVM028.JPG,,taxable,standard-rate
